0.	0.	0.	0.	0.
420768.	-3.037426856700165e-7	-1.8397744113718417e-6	-3.537164123823544e-7	-1.914666128421949e-6
841536.	-6.084841721598622e-7	-3.681047321957287e-6	-7.014798381055343e-7	-3.820398216225485e-6
1.262304e6	-9.152392322908653e-7	-5.5253407555966305e-6	-1.0438936738355054e-6	-5.718101567686595e-6
1.683072e6	-1.2250117640277836e-6	-7.374160334028268e-6	-1.381568733305194e-6	-7.6086925662188776e-6
2.10384e6	-1.5387894318763529e-6	-9.228987241316489e-6	-1.7151208666632556e-6	-9.493095104340377e-6
2.524608e6	-1.857538469374198e-6	-0.00001109127043097402	-2.0451686296718563e-6	-0.000011372237088469461
2.945376e6	-2.182198689304471e-6	-0.000012962419145390314	-2.3723310182965918e-6	-0.000013247047040421123
3.366144e6	-2.5136787499269175e-6	-0.000014843795819174943	-2.6972252838985966e-6	-0.000015118450823359275
3.786912e6	-2.8528517179715607e-6	-0.00001673670942969885	-3.020464844016857e-6	-0.000016987368507415113
4.20768e6	-3.200550965809512e-6	-0.000018642409347457978	-3.3426572996209103e-6	-0.000018854711397398027
4.628448e6	-3.5575664357745396e-6	-0.000020562079739328	-3.6644025687149195e-6	-0.000020721379236920967
5.049216e6	-3.924641296615405e-6	-0.000022496834562457657	-3.986291147062282e-6	-0.00002258825759848815
5.469984e6	-4.302469019501487e-6	-0.000024447713178443742	-4.308902498584288e-6	-0.00002445621547408905
5.890752e6	-4.691690875247012e-6	-0.00002641567661521016	-4.632803585535861e-6	-0.000026326103070073437
6.31152e6	-5.092893881286642e-6	-0.000028401604490690957	-4.958547535238722e-6	-0.000028198749811858548
6.732288e6	-5.506609186411993e-6	-0.0000304062925884363	-5.286672450255381e-6	-0.000030074962559689666
7.153056e6	-5.933310891159671e-6	-0.000032430451122444914	-5.617700357896105e-6	-0.00003195552403767454
7.573824e6	-6.373415329163912e-6	-0.00003447470362893945	-5.952136301501376e-6	-0.000033841191467209875
7.994592e6	-6.827280734089669e-6	-0.00003653958650096101	-6.290467562064528e-6	-0.000035732695411794246
8.41536e6	-7.2952073443266485e-6	-0.000038625549147353055	-6.63316301863226e-6	-0.000037630738810801034
8.836128e6	-7.777437890821304e-6	-0.00004073295472639682	-6.980672631384799e-6	-0.00003953599620909465
9.256896e6	-8.274158443843938e-6	-0.00004286208140125147	-7.3334270453973005e-6	-0.00004144911316739108
9.677664e6	-8.785499584940126e-6	-0.000045013124177484265	-7.69183730908729e-6	-0.00004337070584037317
1.0098432e7	-9.311537962131133e-6	-0.00004718619714128014	-8.05629469990965e-6	-0.00004530136071334567
1.05192e7	-9.852298037293927e-6	-0.00004938133612875095	-8.42717064553078e-6	-0.00004724163449210117
1.0939968e7	-0.000010407754124419633	-0.00005159850183267256	-8.804816734930832e-6	-0.00004919205412190486
1.1360736e7	-0.000010977832693104261	-0.00005383758319144061	-9.18956481632538e-6	-0.00005115311692827085
1.1781504e7	-0.000011562414811483457	-0.00005609840108855568	-9.58172716358785e-6	-0.0000531252908716473
1.2202272e7	-0.000012161338769245411	-0.00005838071224528729	-9.981596708952267e-6	-0.00005510901489913511
1.262304e7	-0.000012774402794457629	-0.00006068421344029851	-0.00001038944732290048	-0.000057104699375587487
1.3043808e7	-0.00001340136800087599	-0.00006300854576735126	-0.000010805534167324105	-0.000059112726592758236
1.3464576e7	-0.000014041961282518223	-0.00006535329897849884	-0.000011230094065006746	-0.00006113345132119363
1.3885344e7	-0.000014695878236659077	-0.00006771801602145633	-0.000011663345890089438	-0.00006316720144827759
1.4306112e7	-0.000015362786237482773	-0.00007010219755443359	-0.000012105491024483328	-0.00006521427862293816
1.472688e7	-0.000016042327447451932	-0.00007250530645330766	-0.00001255671381328316	-0.00006727495890712643
1.5147648e7	-0.00001673412179803435	-0.00007492677225429123	-0.000013017182010743866	-0.0000693494935032346
1.5568416e7	-0.00001743776990126289	-0.00007736599550811629	-0.000013487047262561447	-0.00007143810947041196
1.5989184e7	-0.000018152855847497484	-0.00007982235228343182	-0.00001396644558171456	-0.00007354101040546457
1.6409952e7	-0.000018878950225675872	-0.00008229519830293963	-0.000014455497802434714	-0.00007565837715184376
1.683072e7	-0.000019615612766976653	-0.00008478387286270372	-0.000014954310039949625	-0.00007779036850930066
1.7251488e7	-0.000020362394777984072	-0.0000872877028043062	-0.00001546297419208198	-0.00007993712189158231
1.7672256e7	-0.000021118841684653056	-0.0000898060063535544	-0.00001598156829263342	-0.00008209875394737942
1.8093024e7	-0.000021884495532087378	-0.00009233809646025382	-0.0000165101569432613	-0.00008427536126565105
1.8513792e7	-0.000022658897009697476	-0.00009488328437501359	-0.000017048791760898574	-0.00008646702090819858
1.893456e7	-0.00002344158774236771	-0.00009744088224228342	-0.00001759751173968649	-0.00008867379094557037
1.9355328e7	-0.000024232111814348478	-0.00010001020608485511	-0.000018156343549069476	-0.00009089571103859662
1.9776096e7	-0.000025030017415494932	-0.00010259057887518352	-0.00001872530188928856	-0.00009313280294942494
2.0196864e7	-0.000025834859044060465	-0.0001051813325461115	-0.000019304389843322056	-0.00009538507095219195
2.0617632e7	-0.000026646198655444486	-0.0001077818096625327	-0.000019893599087050795	-0.00009765250223425781
2.10384e7	-0.000027463606362299053	-0.00011039136540569316	-0.000020492910227876138	-0.00009993506735672675
2.1459168e7	-0.000028286661539755897	-0.00011300936942482132	-0.000021102292940389233	-0.00010223272057785504
2.1879936e7	-0.000029114954095077472	-0.00011563520677138062	-0.0000217217062316033	-0.0001045454001781243
